,Epoch,TrainingLoss,TrainingAccuracy,ValidationLoss,ValidationAccuracy
0,1,5.6424818069704115,0.22258064484083526,3.2631933391735117,0.33333333820425054
0,2,5.183776062791066,0.22688172135942725,3.0143671169075916,0.3612903198888225
0,3,4.865272245099468,0.2247311830200175,2.8144545662787652,0.37419355268119486
0,4,4.411353666038924,0.2430107549954486,2.662384408520114,0.39354838325131325
0,5,4.289301390288978,0.2591397859076018,2.5721232978246547,0.3978494590969496
0,6,3.964188040456464,0.26989247286191553,2.4830775394234608,0.4107526843265821
0,7,3.748908262868081,0.284946235565729,2.43559671883942,0.4193548406964989
0,8,3.632337084124165,0.3010752672149289,2.394242755828365,0.4322580665029505
0,9,3.5609415228648853,0.2645161293527131,2.366881896090764,0.43655914061812945
0,10,3.6460713827481834,0.259139782703051,2.3539553493581793,0.4451612905789447
0,11,3.2933738846932687,0.2913978486291824,2.3255701998228666,0.44516128416984313
0,12,3.2165746094078145,0.3118279580147036,2.3129220357505225,0.4451612847466623
0,13,3.289313708582232,0.2849462382895972,2.2956868012746177,0.44516129115576386
0,14,3.274989321924025,0.2795698942035757,2.2833088551798175,0.44516128416984313
0,15,3.0956424031206358,0.29462365437579413,2.275479736635762,0.45376344053976
0,16,3.0301844755808514,0.29999999846181563,2.2716061397265364,0.46021505286616665
0,17,3.0587376102324453,0.3107526904793196,2.268613458448841,0.4645161275581647
0,18,3.053059903524255,0.2978494601224058,2.262655363800705,0.46236559050057524
0,19,2.86842662185751,0.3268817215196548,2.2456918649776005,0.4688172028269819
0,20,2.9140644191413796,0.3139784936622907,2.236485239254531,0.4709677468704921
0,21,2.828350954158332,0.3376344077048763,2.2220792980604274,0.4731182780957991
0,22,2.9221400876199044,0.3075268820408852,2.2191844894040016,0.4752688157302077
0,23,2.737979797650409,0.3462365615752436,2.203281247743996,0.4838709721001246
0,24,2.762419084836078,0.3419354816918732,2.1963579423965944,0.4774193527877972
0,25,2.651063169458861,0.3645161294808952,2.186294803311748,0.48602150274861244
0,26,2.704786140688004,0.36021505235343854,2.1798251434039044,0.4881720467921226
0,27,2.670772817057948,0.36989247555373816,2.169834307188629,0.49462365969534844
0,28,2.6912223395480903,0.3473118277647162,2.1515258958262784,0.4903225780174296
0,29,2.6033212425888226,0.35913978283123305,2.1437934931888374,0.4946236527094277
0,30,2.573254543735135,0.38709677201445386,2.135763104243945,0.4989247349641656
0,31,2.4940731786912487,0.3795698949085769,2.1274828346826697,0.49032258500335035
0,32,2.5271146661491803,0.3838709701773941,2.111235999035579,0.49247311565183827
0,33,2.41230565655616,0.3838709669087523,2.09803857444435,0.49247312206093985
0,34,2.5673487191559166,0.36129032373428344,2.0876354094474547,0.4924731214841207
0,35,2.403106869933426,0.3881720422416605,2.071978356248589,0.49677419732975703
0,36,2.373107792228781,0.40967742121347817,2.0535850083956153,0.5075268785158793
0,37,2.4637272327176984,0.40430107385881486,2.044354136784871,0.5075268849249809
0,38,2.339535972123505,0.4118279549383348,2.0295702083136447,0.5075268785158793
0,39,2.423861421051846,0.4064516121341336,2.0150179493811824,0.5053763408814708
0,40,2.4191125100658786,0.39677419463793434,2.0117368933975057,0.5032258038238813
0,41,2.3273733949148525,0.3967741934202051,1.9983360018781435,0.5053763408814708
0,42,2.3099789491263767,0.4010752699708426,1.9867108396304551,0.5075268849249809
0,43,2.2920370553129463,0.42795698976003993,1.982962752414006,0.5182795795061255
0,44,2.269831815329931,0.4107526893256813,1.976394506680068,0.5268817288901216
0,45,2.2890557976179227,0.4419354863705174,1.9700265774162866,0.524731191255713
0,46,2.293935839847852,0.410752688043861,1.9515869153443204,0.5247311848466114
0,47,2.3427097264156544,0.4118279595528879,1.9393121532214586,0.5483871040805693
0,48,2.2232543478729903,0.46021505369934984,1.9298514009803853,0.5440860288117522
0,49,2.182444406324817,0.4236559126325833,1.91372685868253,0.5505376277431365
0,50,2.2631020581850443,0.415053762607677,1.89508957042489,0.5462365536279575
0,51,2.1995462171493037,0.42473118202660676,1.8899230254593715,0.5419354783591404
0,52,2.206796415903235,0.4322580650929482,1.8716320358296876,0.5526881665311834
0,53,2.1467346893843784,0.45268816883845997,1.8636028228267547,0.5505376353058764
0,54,2.0887540222496113,0.476344084675594,1.8537814009574152,0.5569892546182038
0,55,2.161020072813957,0.4462365597166041,1.844431835092524,0.5505376288967748
0,56,2.0338341489914926,0.47741935547961983,1.8295037800265896,0.5569892546182038
0,57,2.0878655792564476,0.46881720173743463,1.8104901977764662,0.5720430040872225
0,58,2.144577350924092,0.44301075396999234,1.80473175356465,0.5720430040872225
0,59,2.1059151111110563,0.4720430087658667,1.8031818120710312,0.5827957114865703
0,60,2.0422889381326654,0.4677419329202303,1.7958910342185728,0.5784946298086515
0,61,2.0021766462633686,0.4860215053122531,1.7814039730256603,0.5784946169904484
0,62,1.9890494961892404,0.4784946255786445,1.7686522568425824,0.5741935545398343
0,63,2.0285931294964206,0.49462365655488866,1.7636530476231729,0.5806451738521617
0,64,2.0147823743922735,0.483870965755114,1.7455939390326058,0.5956989169120789
0,65,2.0661530925381566,0.4698924724773694,1.741635614313105,0.5892473104179546
0,66,1.9459216671605264,0.5000000012818203,1.7308880590623426,0.5913978416432617
0,67,1.9843526378754646,0.495698925372093,1.7225620700467017,0.5913978416432617
0,68,1.9313541502080938,0.48172043074843707,1.706209199659286,0.5935483792776702
